review_text,stars,needs_reply
"Like the app and ability to easily keep track of a habit, but had difficulty figuring out how to keep track of it at first",4,0
"Annoying! Terrible. I keep going in circles when it tells me to ""sign in"". And when i want to schedule something, the steps r confusing. Never again, until they make it better.",2,1
"On free version can't even set a specify time for a task (can only set a date), nor set a reminder. What's the point of a to do list app without these functions? Uninstalled.",1,1
"After purchase, sync is not working. Then y sholud I purchase this app. Profile name is empty, while editing it says ""something went wrong"". And app is completely crash now. Not at all opening.",1,1
"Please check fast.. This app is not working properly.. When I open the Store for taking another tree, then the app exit.. I reinstall But again it shows the same problem...",2,1
Great way to keep track of things to do on the computer and phone,5,0
"I bought the pro version in hope I can organize my time to do my tasks, but the progrmer just disables the routine, that's all!!!! really?!!! the other thing I didn't like was to set a routine for a reoccurring like school or sleep I had to set it for every single day, one by one!!! you could have add a reapet feature to it. I'm not happy I wish I could get my money back!",3,1
"This app is brilliantly developed with all necessary features. But few things disappoints us. We cannot set sound notification, it pop-ups only if we are using mobile. Sometimes it doesn't remind us the scheduled activity even in notification. If these bugs are fixed I'll definitely go for paid version with five rating.",4,1
So far working great...,4,1
Dont know what they did but this app doesnt work on my Android 10 device anymore. Lags for ages then just stops working and shuts down. Not helpful. Now my forest wont grow and will become neglected because I am uninstalling this app next and I doubt I'll ever use it again.,1,1
"Spending $10 once or $5/year for a subscription would make sense to me; but paying $15/year to use a to-do list (when discounted) is really excessive. This is a great tool - actually, I love it; but I find it ridiculous to pay so much just to TEMPORARILY unlock basic features like a calendar. Edit: Since writing the above review, I've found cheaper/free alternatives. The one I'm using is called Treat Yourself. It's free and doesn't look great, but it serves my needs just right and I love it.",2,1
"Best free calendar app I've used, syncs with Google and outlook calendars...... ....Edited from 5 to 2 stars...the video ads are too painful. I've already read the default reply to the other reviews complaining about this. I know the fee is low and one time...I promised myself I'd get the paid versions of all the free software I use once I'm not on student income. But I'm not rewarding this painful ad practice by going paid. I will pay for a different calendar.",2,1
"Pretty with nice add ons and integrations but more than once I've gone back to a long list I created to find it gone or reverted back to a very old version, so annoying. Don't need the song and dance this app offers if it can't save a basic list",2,1
"I update for new version but it cost money, then dont say that this app is freeeee!!!!",1,1
It's awesome,4,1
"Been using this app for over a year, it used to be great and many things were free but now they need you to PAY money for half the content. I have thousands of coins but since you need to buy with real money there's nothing to spend it on. A lot more intrusive ads have surfaced when before it was optional to get extra coins (yes we do notice these things). Been a disappointing downhill since its glory days but there are better apps now that do the exact same thing.",1,1
"Expensive, old and without any support. Also much better alternatives are available now.",1,1
মোর বড় বেশি ভালো লেগেছে,5,0
This is a very nice app. I loved it. But I am not able to open other spieces of trees. It says upgrade to Pro version...instead you can show some ads instead of paying for it...if this issue is cleared ... I'll change the rating to 5.... It's a request..please look in to it.,4,0
Very good app for time management,4,0
"Gives a cheap buy once option for Android users but for Apple users a more expensive yearly subscription price, which is very discriminatory.",1,1
Nice and easy way to keep track of your streaks and habits. Also pretty cool that there are comment boards so you can interact with people doing the same things. Nice to get encouragement and share tips. Really cool app overall.,3,0
Works fine for importing calendar. Can't say same for tasks. OS: Linux,3,1
"I feel bad if u were to leave the plant die, so this does help me focus so I could keep it alive.",4,0
"I'd be fine with paying $10 or $20 for this app. I'm not fine with paying $3 a month forever to continue using it. Without being able to use reminders on the free version, it's no more useful than a $5 pocket calendar, and I'm not willing to pay what they're asking.",3,0
"Added feature synchronizer Connect, added the note writing feature during the call, added a feature synchronized with the mail",3,0
"Latest update has made interface unusable in dark mode, and does not allow 
users to change the text colour.",1,1
Love the app only had for 2 days 👍,5,0
I'm a gamer and dislike doing chores. This gives incentive,5,1
Sir plzzz ad some more option like Upcoming task and DONE TASK SO THAT I CAN SEE ALL DETAIL ABOUT MY UPCOMING PROJECT AND HISTORY IN SEPRATE OPTIONS OBOUT THIS And add repeat option until i will not stop or snooz the task Some time i m not able to see my mob. So if it will repeat automatically after some duration until i am not select any option And yes i know there is option about repeat i am talking abour different one like auto until i will not choose any option,1,1
I installed it in m laptop and it can't even launch.. The program continues to crash,2,1
Not working notification.,2,1
"I just installed this app on my droid today.  When setting up my account I signed in using my Gmail account.  However, I am unable to do that on my laptop.  I get an error message when I input the Gmail address and password.  I was looking for a replacement for Google's Inbox.  I would like something that is accessible on both my phone and my laptop.  I guess I need to keep looking.",2,1
"This app helps me compartmentalize my hectic life. Thank you for such a great app, its a life changer.",5,0
I HATE IT ITS CONFUSING,1,1
i like that app,5,1
Vidhya Hodkashiya Very nice time saving,5,0
"Checked out this app in my quest to find a good solution for combining calendar events and tasks into a single, scrollable homescreen widget. --- Unfortunately, although the app has the option to repeat a task ""from the completion date,"" the functionality is broken.  For example, I scheduled my test task on a Tuesday and set it to repeat every week from the completion date. The app forced there to be a day of the week listed in the repeat schedule, so that it would say something like ""repeat weekly on Thursday on completion date."" --- Now, having a day of the week and also ""from completion date"" makes no sense, so I was curious what the app would do. I set my Tuesday task to repeat every Thursday from completion date and checked it off on a Sunday. The app should have rescheduled the task for the following Sunday, but it didn't. It scheduled it for the following Tuesday and completely ignored the ""Thursday"" and the ""from completion date."" --- Sorry, Business Calendar 2, but that's just not going to work.",2,1
"The app's concept is very misleading. I was promised gameplay and if it really is in here, I'm having a rough time finding it.",2,1
"Would've been 5 stars but the new full size ads make efficiency impossible. Those kind of ads are fine when you're playing other games, but stopping what I'm doing in a completely un related app is unacceptable. I understand the banner ads to keep it running, but the full page delayed ads pushed it too far.",2,1
I like to look at this at the start but then it wouldn't even show the correct date when you open up in the morning,2,1
"I wasted ₹1390/- hard earned money. Microsoft To do, is far better.",1,1
"Hello I just upgraded to your go pro within this free version but it looks like nothing changed.. How do I get those pro features? Where are the widgets? Do I have to install the Pro app? I have to buy it again if I did that, I've looked it up already. Please fix this. I have already refund your app.",1,1
"Simple, fast and no annoying ads. Good price for pro version not a rip off. I love to have different theme options, as an addition to the list view of schedule, it would be really nice seeing the day as clock with separately colored pie chart.",5,1
Great app... I am using it for a while... Functionality wise it the best in the market... It can get updated in terms of visuals and performance,4,0
Doesn't even have a repeat feature,1,1
"I love Habitica and I like the UI of the updated app, but I find it frustrating that the app doesn't show all the content that the website does. Normally this is just a small annoyance--but now, after paying for a Group plan for my family, I'm discovering that my kids can't access the group tasks list via the app! Which makes the entire thing a waste of money since the whole point was to be able to create tasks for family chores. Please tell me a fix is in the works!",3,1
Widget has stopped working and the developer is unresponsive.,1,1
"When i tried putting inmy class scheduel they kept vanishing when I add notes to a specific date. It might work fine if you don't need many events, but it's a pain if you have a lot to keep track of",3,0
Would be more effective if there was an option to add reminders for subtasks and option to add time deadline along with due date.,4,0
Loved for a while. One fine day my subtasks got deleted. It was in a task for which i didn't set any due date. Bad experience.,1,1
Im giving it 3 stars. it deserves 5 stars for the app but getting 3 cause after i bought some Gems there were some shady withdrawals which means the privacy protection for my card was breached... and im 99% sure its from Habitica cause this happened right after the purchase. please increase your cyber security for card transactions.,3,1
It deserves more than 4.2★. I'd rate it 4.5 for productivity.,4,0
Excellent.,5,0
Easy to use.,4,0
Great app.. Makes study more fun,4,0
"Love this calendar. Ease of use to add, move and delete appointments, different colours, linking accounts. Love it so much that after a year I moved to the paid version. I would love to see fun backgrounds though. Cheers!",5,0
"I really want to use this app, but on my Galaxy S10, the first 2 of the 3 slides in the introduction before logging in, are blank. The character visuals on the character customization are invisible, and on the settings menu, I scroll down and the options start to overlap each other (hard to describe). I will consider reinstalling after the graphical issues are fixed because it seems like a great app, but currently it's unusable for me.",1,1
Rather new to the app to rate it higher than a 3 at this time. But I like the results it is helping me to achieve. I expect improved time management as I get the app's feature set up to serve me best. I sense I may rate it higher as I experience it benefits more. I do like using it better then Wunderlist.,3,1
not so easy. Perhaps Pro version may b good. uninstall.,2,1
it's absolutely fine but can be a bit laggy/temperamental,2,1
"Good app but very complicated/cumbersome UI. You have multiple places where the tasks can get hidden & then you'll forget, which defeats the whole purpose. Simpler design would help greatly. Going to switch back to Google Keep soon.",3,0
Better than all the other dozen other similar apps I've tried.,4,0
I love the widget but whenever I edit an event on the calendar it changes the day to like the day before without me doing so and it's extremely annoying,3,1
"Habitica has been a massive positive push in my life. I dont make alot of game reviews, but i kinda felt like i had to for this one. I have adhd and it mainly affects my executive function which gives me alot of issues with procrastinating and putting things off and letting things like my personal hygiene and im ashamed to admit this, but the care for my animals go. Having a place to manage all that with an immediate repercussion, even if digital has been a wonderful motivator",5,1
I purchased the upgrade subscription and found no meaningful difference between the free application and the subscription application. I feel ripped off and immediately ask for the return of my money.,1,1
Extremely easy to use with excellent visual cues.,5,0
"It's decent but the Google tasks integration is bad. It's set to hourly sync but doesn't actually update tasks unless I manually trigger it. The repeating tasks data is not synced with Google: if it's due to repeat in BC but I tick it off on a Google webpage then it's gone, no repeat. I'm also having a problem with notifications appearing later than they should. All in all, I'm going back to Google calendar.",3,1
Not easy to use. And doesn't do a good job of keeping reminders,2,1
"This is a great app but... I purchased it to be able to use it with my Samsung gear s3, little did I know that I can't use it with my watch bc this app was made to be used with android wear (which I found out later my bad). So, will you be working on making this app compatible with Samsung gear? That would open your market quite a lot with Samsung gear users. I've been using the wearable app with my watch but it doesn't work smoothly at all. Please work on that if you can, thanks!",3,1
i almost tried this. when it opened google calendar so i could create a new event im writing this then uninstalling.,1,1
Only one suggestion: an option for big tasks. Sometimes i have a big task that i will complete over multiple days and it would be cool to be able to check off a little bit at a time.,4,1
Would pay for this if there were even more additions and updates. Absolutely love it and wish they would develop it even further,5,0
I have used this several years as my primary calendar. Easy to use and see entries for each day,5,0
I dont like that ths deleted or finished every day just let the incomplete ones roll over and the completed ones stay back,4,1
"I've just installed this app and will definitely play with it in the next few weeks. It really looks nice and really structured! So far my only surprise is that there's no female icon for the person. Only nuns or dancers, but not a simple female icon that doesn't do anything - just stands. Hello, is this app exclusively for men or is the icon hidden somewhere?",3,1
"I like the app, but wish I could have smaller text on the Android version where the actual list is, that is, text which is a little smaller in size as on some of the main screens.",3,1
A really great application. Well worth premium,5,0
The one thing I don't like is the alarm. Can't shut off without losing the event.,3,1
"Have relied on this app for work since it 1st came out. Great for project management & tracking/budgeting time. REQUESTS: • Please bring back hourly repeat function (i.e. Set an event to repeat every 3 hours). It was a useful Interval timer. • CHROME EXTENSION or online version (as paid user, I'd pay more for this). • Increase maximum # of days for atypical routines, with option to create monthly routines. • Sync Google tasks & reminders (in addition to events). 2-way sync w/Google Thanks!",4,1
it's so useful,5,0
Can't set the username field,1,1
I couldn't find a way to link to Google Tasks. That is my first priority so I have data backup and desktop list edits.,3,1
"i like this app but one thing that i hate , why do i have to be member of premiums ( i mean why do i have to pay ? ) if i want to track up more than 5 habit ? this is a free app right ? please can you consider or change something about it",2,1
Don't like how it automatically syncs with Gmail and calender,2,1
Great app for managing your activities. Been using this for 3 years and it still meets my requirement in managing my to-do's,4,1
This is a great app with one major downfall. The completed tasks are removed from the list and can only be accessed after a lot of clicks. By default it should stay on the list in a striked out state. It is important to know the tasks which I completed on the day. Hope this is fixed soon.,4,1
"Great app! Intuitive navigation, easy to use. Nice integration with other apps. What's up with the lavender color designation?! I didn't think that lavender would look turquoise.",3,0
"Would be better if the Inbox was not treated as a project, but rather a scheduling location, and that items could be created in the inbox and EASILY (bulk) moved to other projects (but stay in the inbox) to then be scheduled to daily or next week or whatever Tracking would be easier. and the app would get a higher rating and I may actually subscribe.. Its a deal breaker for me.",2,1
"A great app but i miss a overview of week activity's, the app get confusing to use after adding some tasks",4,1
Causes my phone to consistently crash anytime I try to log in.,1,1
"Dont work, the best it got was the vibration notification worked. I can't get any sound at all from this app.",1,1
"Doesn't show a content of reminder on Locked screen even if its correctly set in the Settings. Fix it and I'll change my rate. BTW, Google Calendar knows how to wake up a locked screen and show notifications",2,1
This app is perfect for someone like me who forgets everything! It helps structure my weekly routines so that I don't have to stress about remembering all kinds of different tasks and helps clear my mind for more important things 🔥,5,0
Excellent clean calendar app.,5,0
I don't rent apps. I will pay a price to use it but Walmart doesn't charge by the month or year for pants. Yes I would prefer ads.,3,1
fun and helpful. graphics are awesome. just needs a few tweaks. too easy to cheat. i don't like the tavern because i am in recovery from drugs and alcohol so it's kinda anthemic. maybe a temple option would be a better social forum for inclusion for those of us who don't drink and/or use drugs. it would also be nice if you could continue to see completed to-do items after you have checked them so you can continue to visualize your progress.,2,1
"I love the new dark mode, I use dark mode for everything so this is much appreciated. The design has been streamlined and it's easy to use. I do check off all my tasks in one go, so the rewards popup blocking the last item on the list is a little annoying but workable. Just gotta wait a second for it to go away.",4,1
Greatly improved comment from me.  MUCH better than a year ago.  Most updated lead to improvement.  Wish the ' want an annual subscription.,4,0
"Love it. Pretty simple, and it helps me get things done, and even helped to break bad habits like sleeping wayyy too late and waking up at like 12PM. I haven't talked to other users all that much but from reading tavern messages, the community seems very helpful and supportive. I've been using Habitica for about a year now, and I plan to continue using it until I can finally get things done without having to be threatened by a party quest boss lol. 11/10",5,0
"This app is my life, literally. My watch reminds me of the next part of my day. Blocking out time each day for what matters helps me get everything done. As a working mom, wife and dog owner that means everything ❤",5,1
Good for daily too list but not much more.,3,0
cannot use without logging in to microsoft account,1,1
osm osm osm osm,4,0
"Def prefer this to Google calendar, wish it was easier to see and switch to month view.",3,1
The last update is a win! The new karma & productivity interface are top notch! Keep improving this already awesome app for eventually reaching the perfection! Update: Love the new black theme! This thing is beautiful! Keep it up!,4,0
I really like this app and I'm stoked to hear about upcoming updates that will be game changing. This app is just what I'm looking for. A functional and attractive agenda to replace my physical planner,5,1
Very helpful and users friendly app.,5,0
काम पर फोकस करने हेतु बढ़िया ऐप।,5,0
can somebody tell me why the heck wud this app wanna hv accesss to my gmail account???,1,1
"Very confusing, only the creator knows...",1,1
"Please add a feature to assign tasks to multiple users. And for no reason, the app ads an empty note to every new task being created with the Android app.",4,0
Why all the trees in pro version ?? they were free before... now i can't have those plants. change it....... change it now.....,1,1
Great app when it works but don't assume you will get any support when it doesn't. Always read our help files and that is it.,3,0
It was wonderful but if you put checkboxes it would be better,4,1
"Recent addition of VERY intrusive full-screen video ads has crossed a line. At first I thought my phone had been hacked! I totally understand need for revenue for a great free app, but this is too much. I'm going elsewhere very soon without a change!",1,1
i had added a routine & by default it took a date almost 8 days ahead from today's date... i m unable to change the date... it's frustrating...,2,1
Language of the app doesn't change at all places,1,1
"Although this is supposed to be an improvement on wunderlist, you are unable so share lists unless a person has a microsoft office account or are in your network. They dont allow it to be used for personal accounts.",2,1
"Between tasks randomly failing without any input and undoing failed tasks creating fake duplicate tasks that cannot be deleted, this app is too buggy to use for its intended purpose.",1,1
"Used to love it, now it's been an issue after issue with this app. You'd expect that it would perform at least the basic task of reading my calendars. Doesn't even do that anymore, no matter how many times I try to sync it. So much for getting the ""premium"" version. Disappointing.",1,1
Helps a lot to manage my hectic schedule try it,2,1
"I liked the app and it looked like it had a good set of features, but I didn't like the $4.99/year recurring subscription fee.",3,0
only 5 hapits for free,4,0
Very useful app,5,0
"could be better. pls fix the 'repeat' setting where i could accually pick the exact date and time. for example i have to study during mondays, tuesdays and fridays at 8 pm. the app isn't very specific about it deeming it useless to me. hoping for a better update.",1,1
I love it! It does what it says it will.,5,0
Have the free version and even that is quite useful in terms of ease of use and integration with calendars. Now thinking of upgrading. Could get a 5 then.,4,1
"Great app. One feature that could be added is the facility to copy tasks instead of moving them. Lists can be shared not just for working together, but then just for those people to view the tasks in the list as and when they are updated.",4,0
Best planner app. There's more to it than any simple work planner app. Highly customisable and easy to use.,4,0
It will be perfect if could add a button to go back to today on widget,4,0
"Well, The app interface itself is quite confusing. The interface should be more simple & easy to understand.",2,1
Love the app! I wish there were more features such as adding icons to tasks or adding a quest map.,4,0
"Used the free version for years, no issues, didn't need the pro features. Then they started putting in ads - not the kind that pop up along the bottom but ones that completely hijack the screen while you're trying to work. Worst bait-and-switch I've ever seen.",1,1
Could we customize notification sound for successful tasks? I want to add final fantasy victory theme but still don't know how to... Besides that i really like this apps..,4,0
I am on premium and i don't receive whatsapp messages as reminders,3,1
It's broken. I try to create my account and I can't even use the name I want or customize my character. It's just broken. Nothing displays.,1,1
"Looks polished app but time after time new issues come up. Raising these issues with the developer rarely gets timely response or interest in fixing it (I'm a paid user). Today, tasks lost their subtasks on one device, while the 2nd device is OK (for now) || to devs: Task (and their subs) used to sync across devices via Google Drive.. Seems like you eliminated this feature by switching to Google Tasks in your recent update. Totally useless app now for me (at least)",1,1
"Missing one key feature that is a deal breaker for me. I MUST have the option to create recurring tasks based on date of completion. Ex: If I have a recurring task set up to complete every 10 days, but I actually go 15 days before completing it, I don't want to be reminded again in 5 days. I want the next due date to advance 10 days from whenever I last completed it. It's unfortunate because I love everything about this app, but won't subscribe to the paid version until this feature is added.",4,1
The best to do app I've used so far,5,0
"rlly good,just 4 for bugs.. but it's really good!!",4,1
New version and now I have to wait 30 seconds and watch an ad! Just wanted to take a look at my schedule today. This is unacceptable! 30 seconds!,2,1
I received a notice from planner pro this morning when I went to schedule some appts. it notifies me I cannot use the app until payment received. iI checked my bank and payment was made on 01/26/2019. I will be cancelling as unable to use.,1,1
"Good app, but not exactly what I was looking for. This app uses your calendar events and organizes them in the circle. The controls are great, I love when I move the red time bar it scrolls through all the things and shows the time changing. Love the widget. I wanted this to work out a homeschool schedule. I ended up having to make a new calendar and syncing only that one. I was able to change the colors of each event in the app. Very easy to use overall.",4,1
Very basic calender. Outdated UI . Not possible to integrate with Google task or other task managers. Few functions for collaborative work . MOST DESIRED FEATURE of a calender is a ability to add events and add invites from other apps and emails and thats missing.,1,1
#live #love #music #life #like #instagram #instagood #concert #livemusic #follow #happy #photography #rock #photooftheday #smile #singer #art #musica #lifestyle #fun #laugh #o #friends #likeforlikes #youtube #guitar #artist #show #band #bhfyp,5,0
Nice application for students also,5,0
Worst only useful when you are using premium,1,1
I really really like it. Simple to use and it seems to be syncing ok. Love the colors and how it looks in my windows 10 browser. Look forward to updates like new stickers in the future.,4,0
I like thid,4,1
It's good.when I install it.I have many plans every day. Thanks for your program.🌹🌹🌹,5,0
Best app to track your lifestyle and build powerful habits.,5,0
"I love using this app for myself to help me prioritize/organize my time for school, homework, and playing. One thing I would love to see in here is an option where you can have multiple characters so a parent can get the app on their phone and make a character for each child so that they can keep track of what their child has done and what rewards they can have, ex: playing games, extra dessert, screen time, etc.",5,1
Easy to use app for making a schedule. I like it very much.,5,0
"Using it since like a month, and its the best one by far, I don't really find any of the sections any useful other than the tasks and calendar. At lest for me. But its a great way to schedule my day and stay productive.",5,0
There should be a note keeping feature,3,0
"Hello developers, can you please help? I put a passcode on the app and now it won't let me access the calender. It keeps telling me that my passcode is incorrect when I know I put it in correctly. Please fix this",3,1
We can easily close the recent apps and can use another applications in the deep focus mode.Please fix this issue.,4,0
"Efficient after set-up. Makes tracking easy. Would like to be able to set incriments on each individual category. Not a plus or minus ""1"" only",4,0
The ios app is lot better than this. please improve it as soon as possible.,4,1
"Did you delete my previous comment?? Ok, one of the reason todoist is better than ticktick is I cant register my email which is an active and also my primary email. Been few days but I still dont get the verification email yet ask me to change email instead. So thats 1 of many. If you can help me on this, I might consider to try it and give u more stars.",1,1
"It shut down after I tried to delete the preset characteristics, and I lost everything right after I had just set everything up. Really frustrating!",1,1
"not very user friendly, atleast for me. the alarm doesnt ring it on only vibrates. i have to put every thing manually, like if its 11 am in the clock it gives me optionts what i m going to do from 12 pm. and even after using it for a week i am not clear how dis format gonna helm me",1,1
Registration is required,1,1
Please add time stamps and ranking to sub tasks in each task.,4,0
Have to go premium to have more features.,3,0
"Recent update crashes the app a few seconds after launch Update: I know what's causing it. I have a root level adblock and with your new full screen ads that get blocked, it instead just relaunches the app for me. I'm not disabling my adblock for one app, full screen ads unacceptable anyway for an app branded for ""business"" use.",1,1
Love it! Easy project organization and to do list option. The widget for Andriod is AMAZING!,5,0
"I really really enjoyed the app, but I have a few problems. first pls make it so we can add daily routines. bcs some stuff I have to do daily like take medicine or drink a cup of cold water and it's tiring to have to add this every single day so pls add the daily feature. second every time I need to add an event I need to go to the calendar and add it there. so I literally have to use another app to be able to use this one. pls make it so we can add events from the app directly. thank youu",3,1
"I really love the app, the design and functionality. It's just that, I hope there is a way to better navigate the different tasks. They are together on the left menu with the calendar. Calendar is not even a task.",4,1
"This could be an awesome app. It has great potential except for a few flaws that end up making it a super irritating app. I have reported these issues to the app's tech support several times only to get lame responses with no resolutions. The latest being that when items are entered into a category in this app, the app for some reason resorts the sequence of items in my list automatically. I put these items in the list in a certain order for a reason. I have other issues, but no moreroomher",4,1
Its so nice and I love the sounds. It helps me not mess around on my phone in my homeschool. I'm excited to start planting some real trees!,5,0
"Reminder Notification Not Notified When It's Time That I have set. At first it working well, but now idk what happened. I checked every settings in app and my phone settings there seems to be normal. Edit: Okay. MB It's Huawei Battery Optimizer that auto optimized the app in default settings, I'd forgotten. Star added to 4, I know this app could be better than this ex. Add option for habit that already mark as done today getting no more notifications.",4,1
Ganky. Couldn't get it to work right.,1,1
"Very very very good program, it provides to me all/most what i need to Manage My Aims & Planing for my dreams..📊📃 It also Enhance my productivity along the time bec. it has a full view about my own time [Days, Weeks, Months, Years] 📆 I'd like to purchase the program Premium Plan in the future if i started to use it almost.😊💳",4,0
Nice application it was really very useful I did my work on time I was so much free time so that's good news I love it I'llI give u guys 5 🌟 stars. I want another to do app it must have talking alarm and please reply me THANKS FOR THE VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY NICE APP bye,5,0
An ace planner app,5,0
"Very disappointed about the recent update, I had everything work fine till the update scrambled everything.",1,1
"Fine for ""Daily grind"" tasks, but a hassle for spontaneous tasks. Not for those who lack patience. Like the design tho :)",3,1
"I used to love ticktick. I have it on mobile Android and Windows 10 client. They used to sync beautifully. Around 23 Aug, the desktop client and mobile stopped syncing and acted like two separate accounts. In desperation, i reinstalled desktop client. I couldn't log into client nor thru browser. It complained of network configuration and proxies. i don't use proxies. I can log into any account online except ticktick. The help rep is unresponsive. Super disappointed. I'm on premium. I want refund",1,1
"The sound reminders are basic, should be on the free version. Price is absurd. Just gonna continue with tick tick.",2,1
Why this  require this much personal details?,2,1
The free version has a minimal functionality. There more advanced free apps on the PlayStore.,2,1
Perfect app for self studying student.,5,0
They recently started sending spammy notifications every week or so. Please stop.,1,1
"i just want to restore my acc, im just logged into it on my cell phone and i still can't",1,1
"Must have app for everyone who focus's on productivity improvement. This app helps me a lot to manage my goals, everyday task, and also long term goals. The app is really easy to use.",5,0
"With discipline training apps, the market bet is on already diligent people to buy your app. With such a small margin of customers you cannot expect success from limiting customization options to microtransactions. Let alone subscriptions. Otherwise the app was decent. Good work! Credit where credit is due!",3,0
the app requires premium membership to use the widget. defeats the point for me,2,1
"I loved Wunderlist, and after its unfortunate demise I switched to ToDoist. Have to admit that it is a superior app, but its pricing is too much for a to-do app. This one, on the other hand, is free, yet offers much of the same functionality, except for *any* intuitive reminders. What's up with to-do apps and reminders these days? Dear developers, please, I'm begging you, add the basic @time recognition. UPD Please fix the widget shutting down and not displaying tasks for no good reason",3,1
"I tried adding the pro for $7.99 because I thought you could set daily reminders by just marking repeat daily it doesn't do that or any of the things I was hoping for, I have had it less than 24 hours and would like a refund, I have sent emails asking for help and haven't received anything back so I just want my money back and this app gone!",1,1
I've really enjoyed the app and has been very helpful. although to me the app seems like it's not fully finished. I wish the stats you were building actually did something in game. the money also seems kind of pointless. I can buy items that I create but they just adjust your stats which I could easily accomplish through tasks,4,1
"Touch & go, plus Google Assistant stated: it's not support with devise (integration). I'm using a Android phone and have the app on it.",3,1
"I really love this app. I am a planner loyalist, and have planners and journals for everything, the only thing I would love to see is the ability to turn the pages. Like on Google Playbooks. And other planners. I hope this feature will be added soon. Thanks Katy, for a great job on putting this together ❤",5,0
Está genial :),5,0
I would not give a star also bcoz the thing is it should have more function....Next time when i download the app ....it should be a good app..... TROUBLE SHOOTING..^_^^_^^_^^_^(^^):-[:-[:-[,1,1
Didn't like navigation menu location update,1,1
"Does what it does, stays out of the way otherwise. Good control over notifications, and easy to use.",5,0
"Great app help helps me get stuff done compared to other so-called ""Adult"" "" serious, not childish"" app",5,1
"I love the interface, the overall concept and easiness of interface. Rewarding and fun to use, has helped me alot with my life goals!",5,0
i am loving this and plan to buy it. do you intend to add a widget for phones and tablets?,5,0
I love it... It helps a lot in my studies 💜💜💜I purple u creators,5,0
"It's an ok replacement to Wunderlist, but it's worse. I cannot duplicate a list from the app, which is a basic feature one would expect from a todo list tracker.",3,0
Very good app! Helps me stay organized.,4,0
"Update 04.2020 - this is getting worse and worse still, with every update. Now they made it harder to edit your task - they moved it behind two clicks. Why?? Seems like this app is moving away from the todo-app for power users to just another todo app, same as any other. This is the last time I paid for the premium subscription. Time to move. ----- It used to be the best for power users, but after the latest ""updates"", the app keeps getting worse and worse. I am not really sure who this updates are for, definitely doesn't seem like it's for its core user group.",1,1
"The ease of use for everyday things is great, I have a note pad, task pad and calendar and I just set a task to call back a customer after hrs.. Sure it might note be a flashy business planner but if you just want something to remind you of events store something quickly for later reference, what more do you need, so far any ads haven't been intrusive the main reason people stop using these kind of apps",4,1
"Sync not working Despite of doing a manual sync from settings options, the list are not getting updated. Even though I mark the task completed They are still falling under pending tasks Please fix asap",1,1
"Awesome habit tracker, I like that you can go back in time to track a habit you've already started.",5,0
"Runs smoothly with all my mailing programs at a time: outlook, Gmail, roundcube. Maybe a little design update needed, but the best mailing app I have used so far. An integration of Google maps for addresses of meetings (in the premium version at least) would be nice!",4,0
Works well. The interface is a little odd. You have to scroll down to see all the graphs.,4,0
I love the variety of settings and options,5,0
"But can't really test this out since I'm tied with Habitica.  Oh yeah, I personally don't like the avatars though... It'd be nice if to upload your own avatar. Oh, just saw other people suggest the same lol.",3,1
Excellent planner,4,0
"If you give 10 habits creating system in free version.it will be better.but you should not give under 10 habits system in this app .lest useless app maybe.so,be careful it. and tasks priority shorting system, and priority show on task or habits screen have to add .then,it will be better app.",1,1
"I could not set the time to cover more than an hour difference between start and finish. And if I change the finish time, it would reset the start time to what I changed the finish time to.",2,1
"Not working properly for me , The app crashes everytime i open it which is so stressfull . Im running on a andriod 4.4.4 which the devs claim that is supported although it litterally crashes as i open it.",1,1
Good improvements but still don't have nag or presisitent reminders. I missing a lot reminders accidentally,1,1
"It was a bad app it was to challenging and it was so stupid. I would not 
recommend it to anyone. DONT GET IT IT SERIOUSLY SUCKS!!!!!!!",1,1
"Simple to use/understand, dependable, flexible, and therefore the best designed USEABLE task lister I've ever found. Great job, devs!",5,1
Had this app for about 2 years. I had earned almost 5000 points. I got a new phone and everything I had is gone. I have the same number and my email addresses are all synced.. but none of my earnings or unlocks are here.. I feel sort of reluctant to use it now.,2,1
A little too complicated and dictatorial (too many prompts). Plus only 5 habits allowed unless u buy the pro version! 7-10 habits and I may hv left it on my device and give it a proper run. Instead I decided to uninstall and download a simpler version which is more flexible and suitable to my needs.,2,1
"As soon as I downloaded the app and made a new account, I couldn't create a new character because under the body, skin, and other options to make your character was blank. When I changed my display name, I got a weird message for 'profile.name' required. The randomize button didn't even work for me either. I left originally because there were many bugs with to-do's and other things and I'm not confident it's functional past the character creator, so I don't see a point to continue. On the S10E",1,1
Doesn't work offline. requires internet and information. So not personal as it is over the internet. Sorry did not get past first screen requiring sign up... UNINSTALLED.,1,1
"Good app, but very buggy and support is completely unhelpful. There's no way to change your subscription level in the app or play store. Even if you cancel the app will think you're still subscribed. So basically when you pick a subscription level you are fully committed to it because the devs are too incompetent and uncaring to help. When using a choosing skill the habits n dailies show up like 10% of the time and the devs basically said ""oh well, we can't fix that"" when I mentioned it.",2,1
The ads are a joke. Completely destroyed the experience. Maybe they haven't tried searching for calendar on the play store and noticed the hundred other options? Look elsewhere for calendar needs!,1,1
It was good at first but then I don't how but they asked me to unlock the various trees and forcibly asked me to give them coin.,1,1
Helps me focus a lot,5,0
